household_size,seasonal_index,garden_area,number_of_bathrooms,children_count,elderly_count,appliance_count,temperature,daily_liters_used
2,0.88,213.9,1,1,1,15,16.66,832.243594
5,1.27,34.14,3,1,0,19,43.19,1058.359635
1,1.26,189.33,3,2,2,9,38.46,786.8698222
4,1,162.45,2,3,1,9,35.36,939.4119408
2,1.36,152.99,1,1,1,17,22.49,798.8830566
7,1.24,102.42,1,3,0,5,38.17,1083.525396
3,1.09,84.07,3,2,1,9,11.82,819.4587139
6,1.13,243.34,2,2,0,11,11.87,1288.487697
7,0.97,128.73,2,2,2,10,37.86,1190.249182
2,1.18,183.82,2,3,0,8,43.23,798.2640023
6,1.15,24.75,1,2,0,17,40.26,1017.294383
5,1.46,84.06,2,0,0,7,33.61,968.6179891
1,1.16,289.76,3,3,0,19,17.85,1061.168212
6,1.34,240.07,4,0,0,7,32.74,1413.341275
5,1.23,169.16,2,2,2,10,17.11,1083.811581
6,0.96,162.21,4,2,1,15,31.72,1310.138543
3,0.83,15.23,2,0,0,9,13.23,662.5960158
3,1.29,133.64,2,1,,9,13.36,867.6280693
3,1.36,285.01,2,2,2,,37.62,1174.477908
3,1.41,124.34,4,0,0,5,30.52,887.0708974
2,1.28,146.91,2,3,2,5,34.61,750.9159351
3,1.1,272.51,1,2,2,18,16.03,1050.178701
7,1.14,43.04,1,0,1,10,35.25,1035.667662
3,1.33,105.22,1,2,0,13,10.45,833.8085342
7,0.92,121.73,2,2,2,6,31.23,1147.314132
2,1.12,25.73,4,3,0,7,11.46,614.231917
3,0.84,152.74,1,2,1,9,28.19,802.1275353
5,0.87,215.74,1,2,0,13,43.8,1092.641518
5,0.96,284.78,2,3,2,14,43.46,1272.201701
4,1.24,212.79,3,1,2,17,20.91,1188.784013
5,1.44,114.87,4,1,1,13,19.6,1196.787676
1,1.06,229.35,1,2,2,10,18.45,730.1957647
,1.15,185.14,2,2,0,11,43.53,671.7815022
1,1.2,219.73,3,3,1,9,34.66,815.8883335
2,1,200.5,1,2,2,15,40.54,803.1132021
5,1.28,148.05,1,0,0,17,40.14,1066.713535
7,0.95,267.67,4,2,1,19,42.53,1566.410049
1,0.93,277.94,3,1,1,12,18.63,876.7946277
4,0.94,,4,2,1,14,15.38,1091.497607
2,1.14,277.39,2,3,2,13,42.82,983.8182445
4,0.98,157.26,2,0,2,18,17.96,1033.168083
5,1.1,155.08,4,1,2,10,39.39,1151.044272
3,1.06,87.21,1,2,0,12,11,729.4346109
4,1.38,174.06,2,1,2,13,22.5,1055.742223
3,0.95,26.31,1,1,0,6,28.91,547.1103342
2,1.01,295.36,2,1,0,5,32.28,898.4272063
4,1.47,143,1,1,1,19,26.03,1018.08331
4,0.97,254.31,3,2,1,12,35.83,1168.426983
6,1.36,265.71,2,2,1,17,20.21,1450.354401
2,0.9,284.04,1,1,0,18,12.8,939.9947108
2,1.21,96.06,2,3,0,19,38.6,767.4709879
1,0.86,220.47,4,3,1,16,,904.6029738
5,1.09,,3,1,0,15,34.05,941.198705
4,1.47,171.79,4,1,1,11,31.95,1147.263736
4,1.25,55.03,1,2,0,12,31.4,766.7666114
7,0.95,26.7,1,2,0,12,17.22,967.8795947
2,1.37,102.79,4,2,2,14,11.72,863.8399223
2,1.26,128.59,2,2,1,10,44.54,758.3890515
5,1.45,234.5,1,1,1,17,32.91,1215.561975
2,0.96,135.85,4,3,0,18,13.67,917.0514149
3,0.88,210.22,4,1,0,6,37.97,974.9271118
3,1.24,24.83,2,2,2,19,18.73,784.2685857
6,1.44,292.42,1,0,1,12,35.2,1380.11998
3,1.34,42.32,1,3,2,19,32.87,787.2492661
3,1.09,121.14,3,3,1,9,31.71,825.4904536
5,1.1,155.9,1,1,1,8,35.22,1014.346821
4,1.03,299.95,1,3,1,9,13.26,1120.417681
3,1.44,148.05,1,1,1,,34.81,2059.337056
6,1.37,107.71,1,0,2,15,30.23,
2,0.99,194.04,1,1,,10,25.75,768.4186786
3,1.02,258.75,4,2,0,17,13.83,1214.277847
6,1.32,234.86,1,1,2,13,19.43,1285.17101
5,1.1,69.86,3,1,0,12,17.48,1028.135277
7,1.23,107.49,4,1,2,12,18.65,1299.230647
7,0.91,277.43,3,2,2,5,43.19,1413.997523
7,1.38,218.03,4,2,0,13,27.44,1508.41829
2,1.19,42.95,2,0,1,11,19.88,644.3968684
6,1.38,221.47,3,1,1,15,31.08,1403.909488
3,1.3,247.34,3,2,1,5,26.51,1006.513933
4,1.1,83.27,2,0,0,6,11.68,840.9271245
2,1.28,69.03,1,2,1,13,10.98,624.0162382
2,0.84,41.86,4,3,0,10,39.06,707.7742329
7,1.11,249.47,4,3,1,19,20.09,1614.310592
4,1.11,252.1,1,0,2,9,31.87,1054.095926
7,,123.85,2,2,0,11,20.71,1204.133277
2,0.88,150.91,3,0,2,16,14.38,845.9112729
3,1.14,291.55,1,2,1,19,42.6,1073.45584
7,1.33,209.67,1,0,2,11,19.1,1370.872817
7,1.03,91.43,1,0,1,6,44.65,1066.250093
7,1.37,192.24,1,2,0,11,37.13,1364.602818
2,1.21,117.57,2,2,0,10,15.43,704.437336
3,1.31,57.68,1,0,2,19,23.2,756.1920491
4,1.43,276.7,4,3,0,5,42.85,1211.72609
1,1.14,219.7,3,0,2,8,17.89,809.56021
4,1.39,95.07,3,2,1,7,11.71,951.1731367
3,0.9,272.25,2,1,2,6,15.83,1023.367149
5,1.34,278.07,2,3,2,14,25.5,1314.538525
7,1.38,205.14,2,0,0,6,29.07,1271.328259
4,1.43,223.91,1,2,1,18,20.11,1088.289378
5,0.86,182.6,1,2,0,16,40.09,1114.30243
5,0.88,217.56,1,3,1,12,20.61,1054.66043
3,0.82,193.35,1,2,0,15,40.26,877.5301672
3,1.15,144.38,2,2,0,9,30.04,868.0884196
7,0.94,50.78,4,0,0,12,29.71,1245.178304
1,1.2,100.05,1,1,0,10,27.94,539.7721317
6,1.42,67.01,2,2,2,13,36.17,1108.404167
2,1.03,46.77,3,2,0,16,33.58,711.6376298
4,0.8,203.1,1,1,0,10,28.43,981.0185672
3,1.42,23.34,2,3,2,,30.6,707.4997772
4,1.24,29.59,2,2,2,7,36.45,740.6116107
6,0.94,28.08,4,3,2,11,42.25,1068.626138
6,1.28,40.21,3,0,1,10,34.6,1026.624721
7,1.24,62.8,3,3,0,12,36.38,1218.802971
5,1.07,232.92,4,0,0,16,32.23,1325.105979
7,0.95,236.99,2,3,0,19,27.89,1456.745168
2,1.49,187.65,3,3,0,14,26.86,915.2734257
1,1.25,30.66,4,3,0,10,35.81,634.6199091
4,0.8,17.17,3,1,,5,39.35,720.8357382
2,0.89,79.17,4,3,0,15,29.09,802.4929569
1,0.97,261.86,1,0,2,9,40.17,725.4337055
4,1.37,179.96,1,3,0,8,14.87,958.2980243
2,1.13,105.08,4,2,0,11,44.37,780.983165
3,0.84,188.31,2,0,2,10,28.1,825.121494
4,0.99,118.67,2,3,2,7,40.13,818.2121626
2,1.49,133.03,2,2,1,18,20.62,828.2310607
6,1.34,58.28,3,2,0,14,31.05,1148.144494
1,0.8,217.38,4,2,0,15,34.4,854.9311841
2,1.39,73.88,3,1,0,14,34.21,770.9028637
3,0.93,40.71,4,3,0,16,29.94,819.9325205
7,1.03,275.93,4,2,0,18,21.13,1606.641319
4,0.88,78.12,1,2,1,17,36.45,807.2031813
4,0.81,51.17,4,3,1,14,31.73,960.4479523
4,1.15,267.61,3,1,1,9,41.2,1159.092375
3,1,16.25,1,2,0,15,39.99,668.4636001
1,1.05,45.03,2,2,1,19,20.87,614.024422
4,0.92,19.25,3,0,2,7,13.56,726.256386
1,1.36,119.78,4,3,1,16,32.04,777.1468425
2,0.92,264.81,2,1,2,19,11.37,964.5204696
6,1.16,191.73,2,1,0,5,19.07,1221.170951
6,1.13,105.68,2,2,2,13,13.63,1073.299767
1,1.44,76.05,,2,0,15,39.67,692.0282514
1,1.49,65.31,4,3,0,17,17.16,739.6721079
6,1.43,109.11,4,2,1,19,35.04,1375.674855
4,1.31,291.93,1,0,0,8,23.46,1121.139878
5,1.1,297.16,4,2,2,8,20.27,1308.910588
5,0.89,145.68,1,1,1,14,35.04,1024.407928
3,1.41,90.39,1,1,1,16,32.26,810.8846135
7,1.3,295.57,1,0,1,11,23.49,1440.376588
6,0.89,105.97,1,2,2,12,43.69,1038.645318
6,0.86,118.09,3,1,0,8,23.66,1136.465517
3,,21.29,3,0,1,9,31.84,687.3613558
5,1.43,120.09,4,0,2,5,32.91,1109.550374
2,0.95,42.59,3,0,1,14,39.03,705.699301
4,1.09,162.31,3,1,2,6,33.97,991.3548654
4,1.48,197.8,2,2,0,10,,1059.676657
2,1.46,240.17,3,2,0,5,26.33,964.4075437
2,1.29,25.32,2,0,1,19,10.78,658.0288465
5,1.13,163.89,2,0,1,16,13.06,1165.052079
3,1.06,56.31,2,1,2,14,38.7,778.3751228
2,1.07,111.47,2,1,1,16,24.48,721.2900644
3,1.15,175.58,1,1,1,7,17.78,811.4250934
7,1.28,151.39,1,2,0,16,31.55,1299.470433
1,1.16,247.01,3,1,0,18,23.87,908.4321849
4,0.96,221.61,2,1,0,19,31.86,1180.269359
5,1.33,148.94,2,0,0,12,24.31,1101.392657
4,1.12,239.18,2,1,1,18,23.88,1133.376114
5,,278.46,3,2,0,6,24.74,1226.174204
1,1.34,247.64,3,2,1,10,36.48,904.9377299
4,1.07,100.07,2,2,2,,13.26,886.1690639
1,1.45,221.18,1,3,,5,19.65,675.9010892
,1.16,112.79,3,2,2,14,12.32,1099.585441
2,1.29,190.13,4,0,0,7,32.29,877.2527952
7,1.33,210.78,4,3,0,5,10.45,1455.830349
4,1.05,100.93,4,1,2,9,34.04,964.7685893
1,0.98,180.93,3,3,0,16,21.93,810.1654164
6,1.45,164.5,2,2,0,5,31.86,1135.542192
4,1.02,183.16,4,0,0,6,11.63,1089.219229
,0.88,77.13,1,1,2,16,18.45,835.0627947
4,1.15,273.61,1,0,1,18,41.34,1165.901732
3,1.38,85.17,1,1,1,7,24.64,717.1789323
1,1,31.32,4,0,2,16,24.68,611.2087752
,1.15,217.3,1,0,0,16,28.77,762.3675188
4,1.05,238.43,3,1,0,5,23.9,1060.990255
2,0.82,30.95,3,2,2,19,20.07,703.0965891
4,0.9,86.12,1,3,0,17,26.46,838.1178071
3,1.36,14.01,1,2,1,18,14.52,702.9936003
5,1.45,24.81,3,1,2,16,18.55,976.9348563
3,0.8,161.27,3,0,1,12,41.94,924.7214217
2,1.4,220.69,3,3,1,13,43.76,946.2571677
4,1.31,215.04,1,3,1,18,28.42,1127.411312
1,1.28,215.21,3,3,0,9,10.22,798.2428935
7,1.1,150.01,2,2,1,14,30.13,1331.818902
6,1.03,87,2,2,2,15,19.85,1082.36472
4,1.09,220.35,3,1,2,13,17.08,1165.687179
2,1.22,79.97,1,3,0,16,26.22,684.1456592
1,1.46,70.49,2,0,0,16,32.42,604.3585214
3,0.94,201.48,2,1,2,6,41.23,897.2989475
5,1.48,185.73,2,2,2,14,34.16,1174.370417
5,0.96,258.4,4,1,2,13,15.05,1353.331108
7,,84.33,4,2,0,12,32.51,1302.281354
4,1.26,45.36,4,0,2,5,32.01,889.6920271
3,1.32,112.46,3,1,1,15,35.14,887.7924925
7,1.38,253.81,2,2,2,19,22.69,1487.744258
6,0.81,219.7,4,3,1,17,39.97,1425.397205
6,1.31,93.49,3,0,0,16,23.85,1172.080891
7,1.5,60.4,4,2,2,19,20.28,1309.832962
2,1.15,256.08,3,2,0,16,34.35,1038.296774
5,1.18,25.73,2,0,0,11,43.2,859.3865558
3,0.87,199.78,3,3,1,14,16.67,1015.225632
4,1.04,264.56,4,2,2,8,12.05,1220.520127
1,1.23,277.4,1,3,0,8,33.57,768.1778488
4,0.88,158.76,3,2,0,13,,1057.960221
4,1.03,11.58,1,1,1,11,22.63,681.4800583
3,1.04,65.86,3,2,1,17,36.86,875.2564725
5,1.37,223.88,1,3,1,19,33.83,1210.039683
3,1.18,164.62,3,3,2,7,25.16,942.1119057
1,1.19,50.94,1,1,1,8,43.38,445.0615506
7,1,291.92,3,2,0,11,44.17,1467.112119
3,1.02,247.66,2,0,2,7,25.71,963.4434442
2,1.12,210.84,1,2,2,13,26.93,812.6769313
4,1.37,282.9,3,3,2,11,29.09,1222.667752
5,1.02,188.99,4,2,1,11,35.15,1191.21644
6,1.03,153.7,3,1,2,19,17.85,1293.436222
1,1.2,141.52,1,3,0,8,30.1,566.1254093
6,1.39,251.65,3,1,2,11,11.92,1408.997007
4,1.15,51.6,3,0,2,14,34.18,906.5918812
3,0.89,120.2,1,2,2,12,30.35,745.9083974
6,1.44,261.84,1,3,2,15,31.8,1363.938125
2,1.13,22.04,3,0,0,10,17.84,596.0533573
3,1.34,54.99,4,0,2,8,28.74,858.6555169
4,0.83,210.84,3,3,1,9,43.6,1061.181232
6,1.39,37.2,2,1,2,13,25.85,1074.533387
7,0.84,80.1,3,2,2,12,24.75,1191.669584
1,1.48,288.75,1,2,2,11,37.58,896.4107339
6,1.42,64.24,2,3,0,12,10.06,1114.676766
7,0.99,77.9,1,2,1,12,42.01,1096.159221
7,0.96,84.02,2,0,1,7,24.46,1122.473144
6,1.35,22.12,2,1,1,9,15.24,937.2957681
5,0.91,249.64,2,2,2,14,19.6,1221.822315
6,1.41,79.02,4,3,2,17,28.58,1229.627419
4,0.82,188.03,1,0,1,7,43.94,920.5564458
7,1.26,124.64,1,,1,10,42.75,1149.59961
1,0.98,179.76,2,0,1,15,35.66,762.0539075
4,1.39,104.67,2,3,2,12,24.09,919.0242945
2,1.06,12.79,1,0,0,10,20.83,482.9411736
3,1.1,185.73,3,1,0,7,13.9,980.7717618
6,0.9,236.42,,3,2,14,35.01,1227.736287
5,1.24,127.42,1,0,2,18,,1050.001608
1,1.13,96.08,2,2,0,14,14.56,581.8259554
5,0.81,118.9,2,,0,9,36.33,914.8891465
5,1.31,31.7,4,2,0,17,10.92,1041.409889
5,0.89,291.75,2,3,1,8,41.49,1233.972173
6,1.17,126.9,4,0,0,8,21.42,1203.231085
1,,99.35,4,0,1,15,32.79,769.7092014
1,1.01,87.94,1,3,0,19,21.23,610.6716907
7,0.96,57.78,2,3,1,7,32.26,1062.672981
5,1.02,280.42,3,1,0,8,44.57,1260.030483
7,1.08,201.24,2,2,2,8,32.4,1335.248531
7,1.45,256.51,4,1,2,16,29.34,1607.569513
3,1.27,288.92,2,2,2,5,12.8,1053.656633
6,1.48,80.82,3,1,0,16,12.12,1196.947815
6,0.86,174.96,2,0,1,5,18.64,1065.819138
4,0.83,275.96,2,1,1,6,25.78,1080.095444
7,0.84,161.14,3,0,2,17,30.58,1329.627732
6,1.4,237.95,4,2,0,10,35.57,1423.08503
5,1.38,202.17,2,3,2,9,36.53,1165.528656
2,1.11,266.77,4,2,0,16,37.49,1126.102774
5,1.1,284.89,4,3,1,18,43.35,1420.502362
,1.1,34.44,3,1,0,15,29.12,613.1917141
6,1.46,34.04,4,1,0,14,37.58,1130.815422
6,0.98,46.15,2,3,0,8,15.48,967.830057
4,1.3,248.78,3,3,1,13,19.17,1256.374979
7,0.88,140.02,3,0,1,19,15.23,1336.99766
2,0.98,236.79,2,3,0,14,41.39,934.8550131
6,1.22,201.48,4,0,0,5,27.66,1309.915734
4,1.22,244,1,0,2,10,12.68,1065.640353
4,1.19,174.38,2,3,1,5,13.7,960.4197825
,0.89,151.95,1,0,0,5,14.5,644.1101935
5,1.33,298.59,3,3,,9,42.08,1337.241469
5,1.3,13.31,2,1,1,18,18.09,920.2814892
5,1.28,166.45,2,3,0,18,44.44,1163.470897
3,0.89,271.96,1,3,1,14,34.19,986.1915357
7,0.95,22.22,1,0,1,10,17.28,1057.633603
,1.44,237.39,4,3,1,16,43.93,1562.80899
5,1.14,104.73,2,2,0,13,26.11,998.4560592
2,1.09,173.57,3,0,2,14,27.09,862.26812
3,1.41,271.01,4,2,0,12,28.95,1249.039825
7,1.01,208.99,1,1,2,18,22.13,1354.932736
5,1.38,47.08,1,3,1,5,35.88,831.6676848
3,1.11,119.86,3,2,0,10,11.09,843.7832123
2,1.24,176.06,3,1,2,17,25.09,934.4093035
5,1.06,140,2,2,0,16,19.05,1117.356141
1,1.44,88.8,4,2,2,10,38.5,
6,0.87,187.7,2,0,2,16,44.63,1265.177818
2,0.95,197.12,1,0,1,5,40.08,731.3074001
4,0.94,233.14,1,0,2,10,14.33,1055.331571
4,,29.67,2,3,2,11,28.82,788.8069224
2,1.12,262.71,2,3,0,6,37.28,882.0598315
4,0.88,98.68,1,2,2,18,31.16,919.3123372
7,0.83,141.73,1,0,0,12,14.43,1202.049145
2,1.2,287,4,1,0,7,19.97,1042.914029
1,,91.17,1,1,1,5,30.56,479.0895588
2,1.04,221.24,3,0,0,6,38.44,849.438535
5,0.92,33.25,1,0,1,7,41.41,809.3111589
5,0.88,155.5,1,3,0,10,11.54,992.1031742
,1.42,199.11,2,1,1,19,24.53,1055.059579
4,1.1,228.36,4,2,2,18,16,1298.835136
6,,20.94,3,0,,13,32.48,1110.483955
4,1.03,127.86,2,2,2,12,29.69,949.2378765
7,1.23,41.78,3,0,1,16,34.6,1184.051956
2,1.2,42.1,1,0,0,15,36.84,633.2485167
6,0.91,243.99,2,1,2,18,33.12,1382.785857
6,1.15,272.13,2,0,2,10,11.59,1359.239356
,1.14,11.06,3,1,2,18,43.28,923.2666949
6,1.15,269.66,4,0,1,8,43.27,
6,1.01,215.52,4,1,1,11,35.8,1382.087755
5,0.97,193.44,1,0,1,14,35.66,1087.603458
1,1.09,152.82,2,1,2,8,17.03,619.8232653
2,1.45,287.81,3,3,2,19,12.24,1147.027288
4,1.2,287.72,1,2,1,,12.65,1183.204267
5,1.13,257.06,,3,0,9,34.72,1255.206799
7,0.94,282.64,3,2,0,10,38.01,1509.356853
7,1.45,247.1,3,3,2,15,18.47,1523.01054
3,1.26,250.35,1,0,2,13,19.93,1046.141125
6,1.49,27.11,2,2,0,5,39,904.1210015
6,0.92,115.69,3,0,1,19,15.19,1211.61638
4,1.07,50.4,3,0,0,7,,820.296774
1,1.03,219.76,3,3,1,8,12.84,830.244355
1,1.03,261.5,2,1,2,5,23.26,708.0473836
4,0.82,79.26,2,3,2,15,41.53,865.0755943
4,1.18,39.04,1,1,1,,42.3,708.1703815
5,1.23,289.24,2,2,2,9,20.21,1266.370196
7,0.83,112.82,,0,1,6,43.33,1051.104982
4,1.42,206.47,1,2,2,6,13.52,969.7616616
7,0.94,40.51,2,2,2,14,42.54,1130.323864
3,0.9,,1,1,2,16,14.71,755.3622183
7,0.93,292.71,1,0,0,16,14.33,1501.200177
5,1.1,79.62,4,1,2,16,16.45,1149.471291
6,0.86,60,3,3,2,18,29.04,1096.753523
6,1.38,48.2,1,0,2,13,27.2,1031.955901
7,1.28,46.45,3,0,0,12,30.62,1202.170258
6,1.13,272.82,1,3,1,10,31.06,1283.205553
6,1.15,148.37,4,3,2,15,38.77,1336.846383
2,1.08,,1,0,2,19,36.85,700.2155381
3,1.3,74.96,4,3,2,5,27.48,843.3024884
5,1.47,34.58,3,0,1,8,30.64,977.8373866
5,1.19,231.75,1,,0,10,29.78,1168.282398
6,1.19,102.28,3,0,0,6,13.14,1113.828041
1,1.17,73.78,1,2,1,10,34.43,502.4185869
5,1.44,214.05,4,2,2,9,38.56,1275.957909
3,1.25,115.09,1,0,0,12,10.54,790.6747521
4,1.41,251.2,4,2,0,9,12,1229.144377
3,,232.73,4,1,0,15,36.67,1157.206252
6,1.29,208.35,3,0,0,19,10.36,1411.745835
6,1.26,220.71,3,0,2,15,,1397.546824
2,1.11,81.08,1,3,0,19,31.93,654.8827432
,0.9,133.63,3,2,1,13,23.25,1328.020756
5,1.1,208.53,2,2,2,15,41.31,1185.473157
7,1.41,49.42,1,0,1,7,38.16,1072.938555
7,1.26,261.13,3,2,1,7,20.03,1434.336031
5,1.46,174.82,4,0,1,19,18.86,1282.35275
5,1,235.36,3,1,0,19,42.51,1289.202843
6,1.13,76.72,3,0,0,13,34.73,1120.254848
5,1.32,297.5,2,0,0,10,37.83,1292.25932
1,0.89,23.24,,2,0,14,26.96,471.3328025
1,0.87,93.77,4,1,2,14,31.48,687.1770391
4,1.33,14.56,3,3,1,13,14.28,882.2561283
5,1.27,74.68,3,0,0,19,,1084.102229
2,1.14,73.4,1,1,0,10,41.06,642.1093926
4,0.85,283.07,1,2,1,,16.01,1176.259196
6,1.24,184.15,,1,1,7,28.08,
5,1.27,32.61,3,3,0,5,24.64,883.4728973
1,1.01,74.08,3,2,0,16,31.74,631.5771815
2,0.86,117.99,1,3,1,17,34.91,697.2247129
4,1.15,20.26,4,3,0,11,36.29,899.5032813
2,1.14,184.69,2,2,0,10,43.76,847.5674891
5,1.01,292.54,1,2,0,5,40.83,1189.489941
3,1.19,121.8,3,0,1,5,24.44,826.4570271
2,1.23,21.72,3,1,2,6,13.75,630.1128977
2,1.45,100.95,1,3,2,5,27.13,644.6270987
6,1.34,55.67,3,1,0,13,37.61,1108.434825
1,1.37,93.44,1,2,2,19,27.17,627.0824415
5,0.93,102.2,3,3,2,18,30.68,1081.564944
2,1.12,78.25,3,3,0,18,42.15,710.0845585
5,0.95,222.32,1,3,2,7,27.28,1084.931948
1,0.93,225.11,,2,1,11,44.34,707.2615381
6,1.15,59.85,2,1,1,5,23.08,989.9102659
5,1,19.83,4,0,0,9,26.28,937.0042284
7,0.95,129.89,3,2,2,12,44.79,1293.127576
1,1.31,235.2,3,3,1,13,33.36,855.6333092
1,0.82,153.44,2,2,2,7,40.84,640.4857065
4,1.33,222.25,3,2,2,11,34.43,1149.106084
6,1.43,205.97,3,1,2,18,22.53,1424.752946
6,1.29,98.75,1,2,0,5,44.94,1028.589842
7,0.94,276.53,4,2,1,7,12.6,1448.250649
5,1.32,232.76,3,1,2,18,28.08,1350.546096
3,1.15,167.05,1,3,1,7,17.78,818.635681
7,1.25,27.32,3,2,0,14,13.33,1218.184272
4,1.07,40.32,2,3,1,7,16.61,744.725128
6,0.93,,1,1,2,19,,1033.776191
1,0.82,273.59,3,1,0,15,11.72,871.4768444
6,1.32,233.21,3,2,0,14,42.36,1365.918586
7,1.1,236.31,,1,0,13,32.59,1448.490729
,0.97,40.48,3,3,0,5,23.68,645.6178158
2,1.24,97.78,2,1,0,7,26.81,725.5158737
2,1.35,291.2,3,1,2,17,12.74,1091.529006
6,1.17,294.81,4,2,1,11,13.04,1510.579329
6,1.33,,1,2,2,7,20.67,1090.805034
4,1.04,282.76,2,2,1,5,39.48,1061.521937
6,1.26,,4,2,0,12,27.38,1374.3425
3,1.23,279.07,4,3,1,7,43.65,1140.908912
6,0.92,851.2,4,0,0,14,29.54,4023.122799
5,1.32,49.42,3,,0,5,36.35,948.2141704
7,1.33,254.45,4,2,2,13,39.25,1532.776323
3,1.26,253.74,2,3,1,16,28.47,1116.445765
4,,31.16,3,3,1,19,25.96,907.4016328
5,1.18,138.77,2,2,1,5,34.75,1007.388635
5,1.11,248.89,2,1,2,10,26.09,1190.702311
7,0.8,173.47,3,0,2,12,10.43,1343.317808
2,0.81,89.68,4,,2,15,31.06,797.9177376
3,0.94,143.37,4,3,1,10,24.24,
7,1.44,249.78,1,1,0,18,12.34,1474.807484
5,1.24,39.03,3,3,1,12,28.88,1003.001395
4,1.07,195.31,2,2,0,16,19.96,1073.202017
7,1.22,275.23,4,3,1,13,16.34,1607.152191
2,0.84,177.46,3,3,0,11,40.48,868.6732128
5,0.87,163.22,4,1,1,13,32.86,1217.414527
7,0.86,296.8,3,3,1,15,44.04,1506.441938
3,1.37,101.81,1,2,1,13,18.27,765.0906207
2,1.5,238.42,4,1,2,5,40.21,935.8822937
3,0.96,16.28,3,0,2,12,24.85,711.4047508
3,1.14,122.97,1,1,2,9,12.91,735.4979043
3,0.89,35.91,1,0,1,16,27.06,654.9169611
7,1.42,95.54,4,3,2,9,19.48,1283.156591
2,0.91,214.52,3,3,0,13,36.48,930.0103101
7,1.17,88.57,1,1,2,17,30.43,1160.951857
7,1.21,10.56,2,0,1,16,24.81,1153.449696
7,1.14,,2,1,1,8,18.62,1300.311886
5,0.84,47.81,4,1,0,8,27.95,967.6506983
6,1.28,189.39,3,1,2,9,21.03,
1,1.42,17.67,2,0,2,12,20.18,503.8410682
5,0.86,268.65,4,0,0,15,43.39,1388.809868
2,1.31,25.66,1,2,0,7,22.28,494.0448833
1,1.37,268.54,1,0,2,18,41.99,911.1970107
1,0.91,288.54,2,0,2,14,37.77,870.7841587
1,1.5,,4,2,,11,41.49,815.6589074
6,1.01,126.66,3,3,2,6,12.56,1134.592983
7,1.02,172.14,4,2,0,9,29.1,1379.29423
4,1.2,22.24,2,1,1,13,42.02,785.5682457
2,1.37,290.41,2,0,1,17,27.84,1012.523352
6,1.12,,3,1,2,8,39.9,1101.394823
6,1.18,200.15,2,1,1,7,42.11,1218.809902
4,1.23,123.47,2,3,0,12,26.73,939.0826582
,1.35,258.61,4,3,,9,12.6,933.9992036
7,1.25,213.79,2,3,2,,18.71,1419.257115
4,0.92,289.35,3,0,2,18,41.36,1248.025106
4,1.22,204.23,4,1,0,12,26.17,1142.618809
6,0.95,,1,3,2,6,36.68,926.1289157
2,1.11,42.23,4,1,2,10,13.78,749.9958264
3,1.41,296.96,1,3,2,13,12.43,1082.930898
7,0.89,207.84,1,3,0,17,33.27,1290.24046
4,1.05,102.99,1,1,2,12,23.22,816.42551
7,1.19,248.15,1,0,0,11,15.15,1385.555407
4,1.41,203.26,3,1,0,11,38.17,1112.545723
1,1.35,150.45,3,0,0,13,15.85,760.0207386
7,1.1,203.19,1,1,0,18,43.91,1402.262985
1,1.15,198.19,4,0,1,14,10.52,850.9899742
6,1.39,288.08,2,3,0,5,,1365.019632
1,1.41,,2,0,0,15,36.13,889.0788228
,1.17,215.55,4,2,1,18,25.55,1575.105854
5,0.94,210.84,3,2,1,12,43.71,1174.313291
7,1.15,18.15,1,0,0,5,26.06,930.0564749
,1.45,29.65,2,0,1,18,22.44,915.6508369
1,1.23,107.79,4,2,0,7,38.22,685.2631183
2,1.34,55.63,1,3,0,17,21.27,657.9386602
5,0.81,224.73,2,0,1,13,26.91,1165.420671
6,1.24,54.18,1,0,2,17,23.43,1077.934748
3,1.22,255.57,1,3,2,,29.24,953.451464
4,1.13,274.14,3,1,1,,29.82,1268.616934
4,1.28,39.25,1,1,2,12,39.24,796.6040083
2,1.4,292.3,1,3,1,18,15.72,1066.993751
3,1.45,36.67,4,1,1,18,16.83,
3,0.98,216.85,2,1,0,15,31.79,1026.538827
6,1.15,291.37,3,0,2,15,36.64,1451.735048
6,1.01,33.91,1,1,0,7,38.52,925.2207315
5,1.09,298.79,1,3,0,17,33.91,1314.18458
4,1.15,221.95,4,3,2,14,14.66,1196.106693
1,1.35,205.15,2,0,2,12,22.76,774.664894
6,,103.96,2,2,2,11,15.51,1127.821324
2,1.21,118.79,3,3,1,18,25.16,814.2058026
2,1.49,114.42,3,3,0,12,23.55,826.4646329
2,1.2,253.29,4,0,0,16,24.92,1111.454617
7,1.36,160.35,1,1,2,11,44.43,1290.710514
6,0.9,275.82,3,3,2,13,36.2,1437.141505
6,0.81,158.72,4,,2,17,32.52,1316.782072
2,0.82,43.27,3,3,1,19,11.68,699.3968049
6,1.42,118.99,2,3,0,7,32.93,1111.090042
7,0.85,158.72,3,1,1,14,32.8,1312.001057
1,1.23,219.54,1,1,2,15,35.04,777.5327162
1,1.2,196.17,4,1,2,19,23.4,942.7204744
5,1.35,235.19,4,3,2,19,40.42,1446.721397
4,1.02,74.47,4,3,2,13,19.14,971.4457762
1,1.05,292.34,4,1,2,12,39.5,1017.316697
5,,189.82,3,1,2,9,12.05,1156.766912
3,0.92,212.59,4,1,1,11,42.62,1006.60005
4,0.95,23.49,1,2,0,7,22.74,662.4072963
