household_size,seasonal_index,garden_area,number_of_bathrooms,children_count,elderly_count,appliance_count,temperature,daily_liters_used
4,0.98,244.07,1,2,2,6,34.97,983.6689649
6,1.35,291.25,3,3,0,14,10.48,1486.671485
2,0.92,59.94,2,2,1,5,27.91,590.3708879
2,1.2,205.45,4,1,2,9,13.88,912.173879
1,1.47,253.67,4,1,1,13,15.43,975.3980615
7,1.17,19.51,,2,2,17,41.63,1179.576269
1,1.36,23.58,3,2,0,7,39.42,565.0966792
7,0.98,56.96,3,2,2,16,27.58,1239.992569
3,0.84,281.64,4,1,1,9,43.08,1109.867423
4,1.04,167.64,1,0,0,13,38.33,940.811353
4,1.2,276.55,1,2,2,11,40.86,1096.786282
5,1.25,18.85,2,2,0,16,12.48,927.7315487
1,1.18,176.59,3,1,2,13,11.17,756.7222818
7,1.1,168.67,2,2,0,,24.58,1333.598115
6,1.49,61.84,4,1,1,12,24.17,1178.197295
2,1.28,145.57,3,0,0,10,14.11,837.7334784
6,1.47,227.57,2,1,0,12,38.24,1329.091252
2,0.92,77.67,1,2,1,,16.73,667.6927488
3,1.5,188.94,3,0,1,9,16.79,1002.086471
2,1.29,32.98,3,2,0,9,33.7,664.5837989
6,1.48,194.68,4,0,2,6,27.93,1324.76441
6,1.22,93.12,2,3,0,6,41.4,1051.326541
4,0.91,226.53,2,2,0,11,29.25,1016.072292
7,1.04,,2,0,2,10,10.46,1145.52825
4,0.84,279.33,4,2,1,16,14.26,1269.205165
1,0.91,156.22,4,0,2,11,39.21,732.7017711
6,1.5,122.62,3,1,0,19,14.52,1338.800649
7,1.44,212.97,3,0,2,9,20.12,1450.100874
3,1.43,30.84,4,0,2,18,10.96,884.7219711
2,0.8,232.62,4,0,1,11,12.36,924.0431917
1,1.12,298.43,2,1,2,6,39.02,858.7461631
5,1.35,147.42,3,3,,9,38.99,
5,0.96,36.78,1,3,2,9,30.57,785.1273116
7,1.09,247.35,1,1,0,12,37.7,1380.465189
2,0.94,101.62,3,2,1,5,18.39,670.112672
2,1.28,113.93,4,0,2,17,37.44,893.5763216
7,1.29,176.81,1,2,1,12,21,1232.555696
2,1,294.95,2,1,0,14,28.9,1031.556541
4,1.13,136.06,3,3,2,9,13.79,999.7438878
2,1.12,146.4,3,0,1,9,10.92,795.2618628
5,1.34,43.28,4,2,1,12,10.76,1054.178008
2,1.27,170.61,4,2,1,14,36.63,947.5141354
6,0.85,219.45,3,1,1,5,19.75,1241.171728
,0.91,184.42,3,2,1,15,23.22,1390.941447
3,1.39,67.04,4,1,2,14,37.12,899.1595094
5,1.48,184.07,1,1,0,5,21.14,1054.500028
3,1.25,37.85,3,1,2,,39.11,822.4202987
5,1.06,23.14,4,3,0,14,33.49,966.1724716
1,0.95,56.43,2,1,0,6,16.63,455.9093198
6,1.32,234.88,2,3,2,19,16.83,1412.971438
5,1.25,279.83,4,3,2,13,38.8,1405.908911
6,1.44,53.77,2,0,,10,30.11,1069.52253
5,1.43,212.71,4,0,1,14,40,
3,1.02,225.37,4,3,1,13,11.5,1127.268481
3,1.36,230.2,4,3,1,6,17.34,1092.539131
7,0.98,165.75,1,2,0,17,21.93,1287.305767
5,1.35,246.41,2,2,1,9,19.52,1218.931698
5,0.92,208.15,4,2,0,10,36.15,1227.10055
4,1.04,186.86,4,0,2,5,30.44,1035.359134
6,0.86,147.93,1,2,0,13,40.86,1091.70959
6,1.01,31.39,4,3,1,7,15.93,1043.715283
6,1.02,169.28,4,2,0,12,22.23,1274.940102
6,1.27,173.55,2,3,0,11,20.81,1211.611041
1,1.3,88.88,1,2,1,7,41.7,526.7726907
1,1.21,285.53,1,2,2,10,12.56,807.4265917
2,1.34,231.22,2,0,0,10,23.23,886.9614232
5,1.12,60.1,4,,2,16,16.27,1089.964262
5,1.24,286.88,3,0,1,19,42.28,1397.881378
5,1.05,282.07,2,1,0,5,44.55,1183.471234
5,1.16,105.75,1,2,0,13,26.5,1020.223197
6,0.9,251.32,1,2,0,8,28.64,1206.211135
6,1.23,33.35,2,1,0,16,23.81,998.3033889
1,0.94,,1,0,1,9,31.6,581.8720424
3,1.12,93.47,4,2,1,,39.49,904.7685002
4,1.27,34.28,2,,0,7,40.57,784.5782154
6,1.1,124.36,2,3,2,5,10.31,1013.080089
6,0.96,227.87,4,0,2,15,43.4,1408.32593
7,1.27,293.74,1,1,1,10,29.12,1425.7425
6,1.4,47.16,2,2,2,14,23.16,1094.150289
3,1.15,271.4,2,1,1,13,35.38,1103.784454
3,1.19,128.87,4,3,2,16,37.46,953.5828429
1,1.07,183.67,1,0,2,17,16.54,715.8088255
6,1.21,62.3,4,1,2,15,22.36,1194.783679
7,1.15,47.48,3,2,1,12,39.86,1204.801735
4,1.32,230.38,2,3,0,19,14.57,1205.146362
5,0.97,259.82,3,3,1,18,21.09,1293.777673
6,1.14,171.42,2,0,0,12,26.52,1202.708773
1,1.02,138.32,3,1,2,19,35.36,765.5636569
1,0.87,147.9,1,1,1,18,27.45,640.3803966
4,1.07,58.65,1,3,1,7,43.42,725.0726504
7,1.47,255.55,4,3,2,7,40.73,1560.391417
2,1.12,271.77,3,0,0,17,39.53,1072.284233
1,1.18,122.28,2,1,2,8,42.98,612.12283
3,1.32,47.47,2,0,1,13,,774.6951567
3,1.49,172.35,3,0,0,14,11.7,1001.430937
5,1.09,225.15,3,2,0,15,10.31,
1,1.16,175.32,4,1,,9,16.15,811.5874535
7,1.48,199.87,3,3,2,14,39.08,1497.396928
5,1.1,172.25,3,0,1,19,17.08,1198.565536
,1.35,250.75,3,0,0,11,,876.5708345
4,1.11,235.56,4,1,1,11,16.19,1244.676353
6,0.96,260.24,4,0,1,9,41.81,1408.053634
7,1.46,22.33,4,3,0,16,31.96,1264.162361
1,1.3,93.46,4,1,0,19,39.4,783.2226477
,1.4,52.4,4,3,0,10,43.09,1276.823962
2,0.88,214.09,2,2,2,10,33.54,819.4223218
7,1.29,44.28,4,2,1,14,23.54,1298.288489
7,1.25,134.97,2,2,2,,39.45,1210.371996
3,1.14,270.9,1,1,1,10,26.55,978.5036252
4,0.9,106.83,2,3,1,16,14.37,940.4728323
6,1.09,42.24,2,0,2,19,30.51,1102.003387
6,1.23,,2,2,1,17,23.37,1201.503823
3,1.27,198.89,3,0,1,6,26.06,945.3342847
7,0.88,214.6,2,3,2,19,31.01,1374.546211
6,1.11,283.28,2,1,1,7,19.8,1286.106606
5,1.1,167.42,3,0,1,18,22.07,1187.392494
4,1.35,299.6,1,0,1,9,16.6,
2,0.83,183.65,4,1,0,11,41.39,891.6005877
3,1.35,187.79,2,3,2,14,40.17,980.8182065
1,1.35,295.96,3,3,2,14,43.91,1027.93554
1,1.29,48.41,4,1,1,8,36.02,592.6956646
1,1.43,130.45,2,0,2,9,20.17,653.0538456
4,1.13,14.19,4,1,2,10,29.02,825.3450654
2,0.87,183.24,4,3,2,6,39.61,843.0737409
6,1.03,204.71,2,1,1,17,42.41,1315.973405
2,1.23,272.97,3,3,1,15,38.71,1044.090571
2,1.03,118.04,4,1,1,8,26.1,826.7264557
3,1.24,155.45,4,1,,15,11.4,1010.536962
4,0.83,200,4,,0,14,17.01,1148.690704
1,0.85,154.86,3,3,0,9,37.88,719.9794226
3,0.81,224.31,2,2,1,5,25.65,914.3119444
6,1.48,177.97,2,0,0,14,37.64,1318.69802
2,0.98,71.65,2,3,2,7,25.22,587.5205067
7,1.36,288.82,,1,1,14,41.9,1541.235404
1,1.42,30.27,,1,2,17,26.46,712.2557424
4,0.91,14.77,1,1,2,11,32.2,711.8876577
5,0.94,171.42,3,0,2,19,26.8,1217.673354
2,1.07,28.19,2,0,0,7,40.86,509.2612107
2,1.15,246.01,2,1,2,19,11.49,1030.243406
2,1.17,188.18,3,2,1,12,25.98,882.0784341
2,1.07,185.23,1,1,1,18,16.79,853.8671213
1,1.21,150.83,3,1,2,10,17.34,748.3427654
4,1.32,135.79,3,3,2,11,16.11,1041.620096
3,1.29,179.18,4,1,1,18,26.82,1121.127605
1,0.82,25.63,3,3,2,18,36.66,534.7488835
4,1.22,109.88,4,3,0,5,36.98,962.1386049
3,1.3,167.35,1,3,2,8,35.85,829.2364741
2,0.94,57.09,1,0,1,14,39.08,586.7000383
4,1.22,282.43,4,0,2,6,35.56,1257.70196
2,0.88,224.41,1,1,2,11,11,842.8178761
7,1.27,229.62,4,1,0,18,30.02,1628.959523
4,1.23,173.91,1,0,2,10,12.27,936.5120942
6,0.97,101.87,1,1,2,15,11.41,1068.685582
5,1.41,283.63,1,3,1,18,32.72,1347.511726
2,1.36,215.43,1,2,2,5,36.11,746.4585288
2,1.32,180.23,4,1,1,15,14.48,983.0801295
2,1.12,172.11,3,2,0,11,15.93,865.9869137
6,0.96,130.78,3,0,2,8,26.17,1178.454021
1,1.35,202.84,4,,2,18,31.73,918.2696476
3,0.95,194.26,1,3,0,10,24.49,803.9813662
2,1.14,161.39,2,0,0,19,43.96,897.5373119
2,1.07,143.2,3,1,0,9,24.11,782.9860353
1,0.94,11.33,,3,0,16,40.99,470.7779453
1,1.23,,4,0,0,12,15.03,3042.743761
5,1.49,264.08,4,2,1,5,33.13,1375.833645
4,1.13,152.31,4,2,2,5,12.44,1026.282543
2,1.15,45.96,3,0,0,7,39.61,654.4844951
4,1.06,86.97,1,0,1,10,19.39,805.3428434
7,0.96,23.72,3,0,0,11,12.73,1085.056511
1,1,58.02,2,2,1,9,17.54,495.7128518
1,1.41,119.29,1,3,2,19,15.4,711.1248429
5,1.46,213.21,2,2,2,18,31.96,1237.995071
3,1.38,253.23,1,3,2,14,15.68,1033.628726
6,0.82,19.2,1,0,0,14,16.45,891.9362711
6,1.23,186.52,4,1,2,15,35.96,1371.3659
6,1.18,39.18,2,2,2,14,19.53,1063.387636
1,1.34,234.13,1,3,0,12,31.52,755.6406323
2,1.35,63.81,4,0,2,15,12.66,756.7452002
5,1.11,180.35,3,3,0,16,28.89,1219.24072
3,1,67.25,4,1,,6,22.94,774.4626141
7,0.87,187.07,1,0,0,7,27.11,1250.86736
6,1.23,91.39,2,3,1,6,42.17,1058.421406
5,0.99,119.75,2,2,1,19,32,1126.318827
1,1.48,121.95,1,3,1,18,35.18,689.0481783
6,0.83,219.1,1,0,,13,40.46,1239.839674
3,1.48,212.28,1,3,2,15,29.46,1001.277962
7,1.15,233.02,3,2,0,5,,1395.941017
,1.22,20.33,2,3,0,12,30.07,812.7643353
7,1.21,24.7,2,1,0,14,20.83,1141.257346
3,1.33,179.4,3,0,0,8,20.65,949.1966754
7,0.86,273.5,2,1,2,17,31.11,1470.931864
2,1.42,293.38,2,0,0,13,15.83,1079.456333
6,1.35,298.44,1,0,2,9,38.86,1362.706711
6,1.4,115.13,,3,1,11,16.79,1125.83761
4,1.14,167.19,2,3,2,17,23.73,1064.249053
7,1.29,61.37,2,3,1,7,20.68,1111.800534
4,1.12,66.36,3,1,1,15,10.18,882.2659312
7,0.89,184.9,4,3,1,18,17.72,1480.071582
6,1.01,217.29,1,2,2,8,24.65,1207.107192
2,0.99,170.75,3,0,0,15,15.4,843.5012938
7,0.92,283.7,4,1,1,18,19.37,1591.885067
4,0.97,101.64,2,2,2,9,27.11,864.1623268
1,1.15,59.44,1,1,1,7,39.37,485.3911917
6,1.1,134.41,1,3,0,18,39.23,1176.862193
3,1.03,293.17,3,3,2,18,15.59,1209.73125
3,1.43,178.9,3,2,0,17,22.71,1037.340443
2,1.35,38.66,2,2,2,,13.81,723.1771181
1,0.8,106.93,1,0,1,13,37.1,537.8699692
4,1.2,259.45,3,1,2,8,31.08,1166.104722
7,1.29,187.65,3,1,2,11,24.96,1393.803886
6,0.84,253.76,4,1,2,7,22.3,1334.178822
3,0.88,41.4,1,1,0,7,42.02,571.5494123
3,0.99,162.1,2,1,1,8,41.35,862.4427196
3,1.23,215.04,1,0,2,10,29.25,936.8561556
3,1.45,83.46,3,,0,19,24.12,897.2778904
5,1.14,219.86,3,3,2,18,28.72,1262.699471
2,1.49,155.4,3,,2,15,12.86,882.7292782
4,1.46,227.77,3,1,1,15,33.73,1225.635167
6,1.25,160.32,2,1,0,13,36.1,1250.269167
6,1.12,211.23,2,2,0,10,25.75,1230.959263
6,1.28,111.5,4,3,0,10,17.2,1187.295134
4,1.35,264.24,3,1,2,19,20.05,1300.798885
2,1.46,127.56,1,0,0,12,24.86,761.9772823
1,1.33,243.96,3,2,2,15,10.32,936.5904026
7,1.07,98.86,3,1,2,6,24.89,1215.625438
7,1.15,150.46,3,0,2,14,16.31,1329.198764
2,0.83,138.47,3,0,2,14,26.09,815.1546794
3,0.82,235.19,4,2,0,11,20.41,1071.98979
7,1,211.42,3,1,0,10,32.27,1404.326751
3,1.36,190.53,3,1,2,18,10.22,1068.805805
2,1.02,159.46,3,3,1,11,18.58,818.6373518
2,0.88,40.05,4,2,,14,25.73,679.8198014
4,1.05,90.23,2,0,0,14,11.85,917.9343238
4,1.01,15.24,2,3,1,6,11.64,675.4297615
5,1.49,183.78,3,3,1,15,28.91,1260.924837
6,1.48,46.83,4,3,2,8,41.94,1102.633344
5,1.32,47.19,1,1,0,5,13.43,782.5493278
6,1.38,190.91,1,1,1,6,22.47,1178.658416
3,0.98,211.63,3,3,0,12,20.84,994.8223101
5,1.18,36.83,2,3,0,16,44.47,985.4524654
5,1.5,150.38,3,2,0,10,28.2,1166.171551
1,1.03,36.42,2,1,0,12,25.34,532.6368445
2,1.49,33,4,2,0,10,26.41,721.9401794
4,0.93,194.14,2,2,1,5,10.1,959.1806636
5,1.23,225.93,1,,1,16,13.35,1157.11876
,1.35,87.15,1,1,0,19,26.01,913.9128374
6,1.22,129.95,1,3,0,12,27.75,1121.661649
5,1.02,158.26,1,0,1,,16.05,1020.600959
6,1.37,263.33,4,1,1,13,42.55,1470.643999
5,0.94,194.76,1,2,1,17,24,1155.989382
7,1.1,258.35,1,0,0,9,30.42,1379.165318
3,1,77.8,,3,0,,16.94,737.8216133
1,1.15,161.63,2,3,1,12,20.14,687.3631444
6,1.07,208.5,4,0,2,10,18.52,1347.574548
2,0.93,75.52,2,0,1,10,27.18,580.8408941
2,1.32,58.75,4,2,2,17,16.48,846.5847124
3,0.92,200.03,3,3,1,18,22.93,1035.759707
3,1.18,59.36,4,1,2,9,38.93,807.9232801
7,1.36,199.83,1,3,0,16,29.18,1342.146419
2,1.14,82.22,3,1,1,9,18.56,697.8707096
6,1.42,135.94,4,0,1,,18.6,1268.107269
2,1.1,171.33,4,0,1,17,39.19,957.4057769
1,1.48,120.82,2,2,1,13,20.04,677.2820912
5,0.82,90.21,1,2,1,14,17.89,889.5751304
1,1.35,275.98,3,1,2,11,41.2,980.7048346
7,1.3,283.22,1,2,0,19,28.07,1532.557927
7,1.23,64.12,4,3,1,,15.8,1225.537871
2,1.01,268.45,4,1,0,9,38.92,
5,1.23,25.92,2,0,1,19,12.81,974.1416702
2,1.22,19.37,4,3,0,5,16.72,640.5498399
1,0.9,202.56,1,1,0,7,43.63,671.9243309
1,1.42,99.18,1,3,2,9,13.25,543.867032
6,1.17,94.42,4,1,1,13,29.41,1189.145768
6,0.86,132.79,4,0,1,18,28.08,1273.987914
1,1.07,62.09,1,1,0,15,12.3,511.0872937
5,0.95,265.39,3,1,1,8,30.92,1227.875474
7,0.92,38.49,4,0,2,7,24.85,1151.234052
6,1.46,217.05,1,3,2,7,34.24,1196.276439
6,1.27,86.41,2,1,1,18,20.3,1133.156197
4,1.01,171.35,1,3,1,16,32.02,992.6949241
4,1.27,171.35,4,0,2,18,17.7,1199.63944
6,1.36,89.93,2,3,2,11,39.89,1150.419719
2,1.02,232.25,2,2,2,19,33.57,962.4746214
5,1.49,78.09,2,0,0,5,40.82,949.1334462
3,1.42,36.33,3,1,0,6,11.17,733.0232227
6,1.36,39.8,2,3,1,9,36.72,1022.617725
4,1.3,277.84,1,2,1,10,11.04,1124.912759
5,0.83,146.23,1,3,2,7,11.3,972.5151128
5,0.82,255.28,3,0,1,15,25.94,1275.295007
4,0.92,261.1,3,2,2,14,36.25,1200.630761
,1.44,205.88,1,0,1,5,11.84,1109.762622
5,0.95,288.15,4,0,2,17,44.93,1373.269837
4,1.29,212.85,3,2,0,9,43.86,1105.613355
1,1.49,217.37,3,0,2,18,15.79,
6,1.46,37.84,4,1,0,16,20.97,1186.699477
2,1.08,275.09,4,2,2,17,25.48,1098.156736
,1.28,72.6,4,1,2,9,36.19,829.1443632
2,1.33,263.18,3,2,0,9,42.37,1026.436237
1,1.18,222.05,4,2,0,15,39.45,959.6142441
7,1.17,197.81,4,3,0,16,25.37,1502.927103
1,0.96,105.77,4,1,1,11,16.47,660.8554274
5,1.27,93.92,2,1,0,9,44.61,1027.729775
2,1.01,280.26,3,0,2,17,26.39,1041.713672
1,1.02,195.14,4,2,2,14,31.83,871.1522763
2,0.99,35.47,4,3,2,12,28.36,707.8544647
1,0.85,143.06,2,3,1,16,18.02,675.299835
3,1.39,263.97,4,0,0,5,20.06,1101.3081
1,1.4,133.57,2,3,2,11,39.97,651.0149547
2,1.31,199.42,4,2,0,13,11.26,967.5605986
5,1.45,237.88,3,3,1,18,31.59,1342.110391
2,1.24,39.39,2,1,1,17,28.03,690.8937275
4,1.25,249.21,4,2,1,8,39.45,1224.018074
2,1.42,193.08,,2,2,12,15.8,837.7664252
3,0.95,227.08,2,3,1,14,40.71,967.5002211
6,1.1,245.35,1,0,1,8,17.93,1248.014124
3,1.29,,2,3,1,15,16.45,864.91987
3,0.99,89,2,2,2,15,32.58,
1,0.96,101.43,4,2,2,11,32.92,669.621474
3,1.43,29.02,3,1,0,5,22.14,690.884077
2,1.5,154.65,4,3,2,12,31.3,951.40072
6,1.07,210.18,2,1,0,15,35.04,1285.820969
7,0.97,82.42,4,2,1,19,36.11,1298.659279
5,1.08,188.53,4,3,0,6,12.24,1192.91663
7,1.01,74.05,1,0,2,17,13.34,1148.235212
3,1.38,184.1,4,1,1,16,26.24,1083.410409
2,1.43,22.94,3,3,0,14,31.93,673.4343586
1,1.07,18.2,2,2,0,6,42.62,425.915224
1,1.22,160.11,2,0,1,5,26.53,592.1953967
5,0.86,129.64,2,1,2,17,38.34,1101.485505
5,1.12,34.81,2,1,1,7,27.4,807.9376029
2,0.8,77.79,3,0,1,19,21.76,746.6905274
5,1.27,177.86,2,0,0,12,10.49,1124.046923
5,0.92,196.79,3,,0,9,36.72,1191.016454
1,1.41,196.89,1,1,2,13,29.97,770.0876958
2,1.24,227.04,4,0,0,16,13.08,1075.453703
6,1.45,52.45,1,3,0,19,16.27,1080.37158
5,1.46,269.35,3,1,0,10,28.77,1321.233527
2,0.92,127.61,4,0,0,18,39.54,834.510598
3,1.16,250.5,3,2,1,14,17.21,1089.756873
1,0.94,24.7,2,3,0,7,42.18,431.8186565
6,1.12,118.23,4,2,0,14,43.25,1239.494697
1,1.12,192.61,3,3,2,9,24.63,746.9754827
1,1.32,105.19,2,2,0,14,22.41,710.4366252
4,1.48,218.93,2,0,0,7,24.17,1084.780985
2,1.24,63.51,2,3,1,6,37.75,599.7530477
3,1.37,257.17,1,0,0,9,,960.8328565
5,1.08,120.34,2,1,2,16,,1031.050551
3,0.85,243.05,1,1,1,11,20.24,915.111274
2,1.16,56.32,3,0,2,12,42.63,721.1166233
1,1.43,262.7,1,2,2,5,41.72,769.2955821
4,0.97,154.56,1,0,0,6,29.25,880.644929
2,0.98,46.54,1,3,0,16,21.94,610.9786733
6,0.87,226.96,1,1,1,7,35.21,1179.870118
6,1.5,289,3,3,1,8,23.12,1448.967123
2,1.09,36.76,3,0,2,11,13.64,648.1455619
5,1.01,225.79,2,3,2,12,32.67,1152.395566
3,1.45,249.51,1,1,1,8,24.6,982.0286727
3,1.37,57.21,2,0,1,17,25,778.9893606
5,1.41,219.82,3,3,2,8,24.53,1246.189014
4,1.47,257.9,1,2,2,17,35.07,1184.69297
1,1.4,63.02,2,2,0,9,31.54,585.7682454
7,1.49,,3,1,1,5,10.42,1389.274695
7,1.25,279.09,1,1,1,17,11.05,1441.703667
1,0.97,145.45,2,0,2,,27.22,645.912658
6,0.92,261.29,2,1,2,17,44.14,1360.895538
4,1.22,83.91,2,2,0,8,32.16,831.8461006
5,1.05,27.91,2,2,1,10,40.68,896.396122
7,0.89,216.77,3,0,1,13,14.86,1389.751822
2,1.36,235.65,2,0,1,11,26.5,895.3129739
3,1.04,218.61,2,0,0,12,41.83,986.0009185
2,1.11,84.08,2,2,2,16,33.93,733.3281305
3,1.23,277.78,3,2,2,16,20.34,1186.368355
2,1.08,60.15,3,3,0,12,,722.85068
5,1.41,200.9,2,1,0,15,15.78,1241.798587
5,1.49,108.52,1,2,2,13,25.95,1046.3884
4,1.07,192.62,4,2,2,17,13.48,1179.768372
2,0.92,132.03,2,0,2,6,38.35,681.8036443
2,0.99,71.58,3,2,1,6,20.19,
4,1.27,38.7,1,3,2,14,14.17,832.0409279
4,,97.7,1,3,2,9,24.29,768.7204567
5,1.27,141.94,4,1,0,10,19.57,1162.810628
5,1.17,175.24,3,1,1,6,20.13,1036.668095
6,0.83,109.46,1,3,0,6,18.87,1002.841691
2,1.09,181.21,1,0,2,9,13.07,753.8285007
5,0.96,267.36,3,2,0,18,44.83,1346.899348
7,0.89,31.19,4,3,1,8,24.9,1130.052368
5,1.46,,1,3,2,8,21.93,954.7813788
2,1,271.82,4,2,0,12,16.54,1006.884417
4,1.15,189.86,4,3,2,11,17.55,1159.898051
2,1.23,50.58,1,2,0,11,14.96,538.7955463
7,1.24,76.46,4,3,2,16,25.45,1338.526912
1,1.07,154.86,3,3,2,18,40.26,790.3464629
2,0.99,206.45,4,1,0,5,21.48,866.0759933
1,1.2,185.27,1,3,0,6,42.64,641.6233863
2,1.36,159.96,3,0,0,18,24.18,949.8051738
7,,194.13,3,0,2,16,38.39,1503.014835
1,1.21,133.13,4,0,0,15,42.34,779.8269592
1,1.17,217.04,4,0,1,18,19.04,
7,1.48,236.1,4,2,0,5,23.22,
2,0.94,130.05,1,1,1,13,31.41,720.5563408
6,0.81,215.2,2,3,2,12,17.03,1222.362364
5,1.14,225.04,1,3,1,8,22.94,1134.924732
3,0.84,222.62,1,0,0,12,18.42,900.9077414
5,0.84,245.49,2,0,1,11,34.42,1189.001649
1,0.82,242,4,0,0,19,43.92,949.4575142
2,1.23,229.5,4,1,0,10,10.49,1006.740166
2,1.24,99.73,2,3,2,11,28.61,685.6716468
2,0.98,219.32,2,2,0,14,21.67,831.4155388
2,1.11,269.39,1,0,1,18,13.54,1024.54269
6,1.09,204.25,2,0,1,12,16.76,1290.31542
3,1.15,159.64,4,0,1,19,29.39,1025.247374
4,0.94,95.71,3,2,0,15,29.82,952.903168
1,1.37,100.87,1,0,0,18,34.8,624.7380548
,1,121,2,1,0,16,23.4,871.1090784
5,1.03,241.98,2,2,0,19,41.48,1260.627703
4,1.26,106.03,3,1,0,7,44.2,949.0939482
4,1.49,255.75,,0,2,18,10.98,1363.188968
2,0.94,53.08,2,3,1,10,44.72,616.2212613
3,1.05,67.8,1,0,0,10,33.74,691.3583113
5,1.06,186.46,1,2,2,17,23.68,1160.512474
2,1.17,43.21,1,1,0,9,44.01,538.248855
2,1.38,121.94,1,0,0,6,32.19,659.0325039
7,1.31,100.77,1,1,1,9,36.54,1162.017669
7,0.94,138.95,2,3,1,7,36.39,1181.939051
7,1.3,126.16,2,1,0,8,38.72,1186.430657
6,0.89,261.72,3,2,2,19,36.12,1476.612303
1,0.93,156.52,3,3,1,10,25.58,677.9748608
4,1.08,95.23,2,3,2,18,34.6,966.7979588
5,1.04,174.73,3,3,0,15,26.37,1166.986853
4,1.41,249.71,3,0,0,6,15.53,1160.60492
3,1.5,,3,3,2,15,38.53,1036.145389
1,0.94,242.89,2,3,2,12,32.77,757.8967069
2,1.26,596.9,4,0,1,15,18.74,2734.108159
1,1.21,163.64,1,1,,11,19.6,640.7533007
2,1.34,274.17,1,3,0,7,23.78,926.5805415
7,1.29,296.9,3,2,1,14,18.21,1594.210834
1,0.99,191.87,4,2,0,12,19.36,846.3882218
2,1.39,81.11,3,1,0,14,15.67,793.6210682
4,1.14,31.83,2,1,2,12,21.43,846.1583824
7,1.45,110.05,2,3,,10,27.36,1217.886909
7,1.19,140.33,1,0,1,9,19.13,1192.444055
7,1,76.25,2,1,2,5,25.32,1059.402084
4,,131.17,4,1,1,8,24.52,1001.625775
4,1.38,51.81,3,3,0,12,27.53,896.3074887
4,1.46,340.85,1,,1,19,40.44,2764.944792
7,1.43,,3,1,2,16,13.61,1608.935051
1,0.97,293.89,4,0,0,13,12.06,1017.761736
2,1.37,239.78,2,3,1,10,17.6,923.7691259
4,1.22,56,1,1,1,8,33.97,713.3891949
1,1.08,206.53,2,2,2,14,40.97,804.5723859
2,0.81,299.28,4,1,,18,13.58,1135.772521
7,1.29,92.86,1,1,0,6,42.5,1094.41717
1,1.4,58.91,1,2,0,16,32.46,530.9713553
7,1.22,128.26,1,2,2,9,30.66,1195.838426
6,1.02,189.29,4,3,1,12,34.52,1332.292824
4,0.84,100.79,3,1,2,19,33.57,1019.000618
3,1.26,15.81,2,3,2,16,42.31,743.1346159
1,1.08,271.01,1,3,1,11,30.12,790.7142284
4,1.15,252.44,4,3,1,11,34.52,1255.073148
5,1.2,108.93,4,0,0,12,34.43,1125.057576
2,1.34,266.95,4,0,2,19,42.75,1169.740852
6,1.18,201.72,3,0,1,9,29.14,1295.149166
4,1.17,70.71,,1,1,,25.79,894.7214388
5,1.14,68.54,3,0,0,18,43.36,1028.38831
1,1.1,167.25,1,2,0,17,13.63,745.1132014
1,1.24,113.86,1,0,0,11,37.3,584.0500889
5,0.82,175.84,3,1,0,10,24.5,1097.850778
6,1.31,61.66,1,3,0,9,23.11,1002.475644
5,1.02,269.42,3,3,2,15,11,1332.881018
2,1.06,65.18,2,1,2,11,34.97,589.0131861
1,1.23,262.09,4,2,1,17,10.5,1001.020013
5,0.97,292.88,3,0,1,12,33.69,1264.331778
3,1.26,44.98,1,0,0,11,37.09,629.2466794
3,,32.2,1,0,1,16,25.06,661.8670759
5,1.25,198.82,4,3,2,16,32.73,1314.942268
2,1.3,61.92,2,0,2,9,16.22,659.4613769
1,1.29,199.37,1,3,1,5,28.17,629.1478509
3,1.34,203.46,3,3,2,8,15.9,952.4765942
5,1.16,78.31,1,2,0,9,31.25,875.2030757
7,1.41,255.44,4,2,1,17,40.07,1618.513433
5,0.96,200.16,3,0,0,18,16.6,1256.900594
,1.07,65.04,3,1,2,8,11.31,869.0860499
5,1.47,102.68,4,3,0,7,12.01,1103.499607
2,1.35,149.96,2,0,1,17,34.45,874.3105693
3,1.32,157.55,2,3,0,19,31.3,981.3811284
4,1.3,215.4,4,0,0,10,11.39,1153.355782
3,0.88,189.55,2,2,1,19,32.94,1027.168867
3,1.47,206.62,4,2,1,12,10.64,1102.811804
2,1,165.65,3,0,2,19,19.67,904.792431
5,0.9,50.11,2,0,2,18,22.54,941.5946039
2,0.81,201.8,3,0,0,18,23.64,
5,1.07,146.97,1,3,0,5,12.47,954.9753823
4,,124.39,1,2,0,11,27.37,874.2293073
2,1.07,216.77,1,0,0,10,24.61,820.9054895
2,1.37,122.54,3,1,1,11,33.41,797.9796499
7,0.93,240.64,4,0,0,10,12.54,1513.399675
6,0.92,210.66,4,0,0,16,24.2,1370.542542
1,0.99,34.05,2,0,2,11,22.54,468.1598607
2,0.84,231.93,,1,0,17,35.92,886.4270442
6,1.39,216.35,3,3,2,7,23.31,1303.462459
1,0.89,91.55,2,3,0,11,17.3,538.5632417
7,1.07,285.29,3,1,1,14,25.18,
5,1.12,111.57,1,1,1,13,44.27,945.4225904
5,0.96,12.44,2,2,,7,13.5,807.0983083
5,1.42,95.9,4,2,1,16,33.3,1163.593294
6,1.32,168.11,4,0,2,9,32.18,1294.116941
